latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
-37.41751,144.84706,338.2,0.57,0.43,2014-02-10,351,N,VIIRS,n,2,303.68,10.76,D,0
-37.41686,144.85352,340.94,0.57,0.43,2014-02-10,351,N,VIIRS,n,2,307.1,8.68,D,0
-37.40899,144.93173,340.75,0.56,0.43,2014-02-10,351,N,VIIRS,n,2,308.53,24.87,D,0
-37.40833,144.93832,352.92,0.56,0.43,2014-02-10,351,N,VIIRS,n,2,315.85,24.87,D,0
-37.40767,144.94485,355.06,0.56,0.43,2014-02-10,351,N,VIIRS,n,2,326.35,65.9,D,0
-37.41301,144.93231,343.77,0.56,0.43,2014-02-10,351,N,VIIRS,n,2,309.25,18,D,0
-37.41235,144.93889,355.66,0.56,0.43,2014-02-10,351,N,VIIRS,n,2,315,18,D,0
-37.41168,144.94545,339.13,0.56,0.43,2014-02-10,351,N,VIIRS,l,2,310.74,9.04,D,0
-37.41636,144.93951,354.61,0.56,0.43,2014-02-10,351,N,VIIRS,n,2,314.01,18,D,0
-37.42105,144.93355,350.24,0.56,0.43,2014-02-10,351,N,VIIRS,n,2,308.87,9.95,D,0
-37.42038,144.94014,337.98,0.56,0.43,2014-02-10,351,N,VIIRS,n,2,306.12,9.95,D,0
-37.4264,144.92107,340.18,0.56,0.43,2014-02-10,351,N,VIIRS,l,2,310.18,7.96,D,0
-37.42506,144.9342,352.96,0.56,0.43,2014-02-10,351,N,VIIRS,n,2,308.05,9.95,D,0
-37.42974,144.92833,338.15,0.56,0.43,2014-02-10,351,N,VIIRS,l,2,310.37,8.41,D,0
-37.43375,144.92909,339.35,0.56,0.43,2014-02-10,351,N,VIIRS,l,2,309.85,8.41,D,0
-37.43309,144.93552,339.44,0.56,0.43,2014-02-10,351,N,VIIRS,l,2,309.95,18.42,D,0
-37.43711,144.93613,336.4,0.56,0.43,2014-02-10,351,N,VIIRS,l,2,307.93,20.45,D,0
-37.44178,144.93039,349.55,0.56,0.43,2014-02-10,351,N,VIIRS,n,2,312.59,82.42,D,0
-37.46258,144.8474,351.6,0.57,0.43,2014-02-10,351,N,VIIRS,n,2,313.91,44.04,D,0
-37.4619,144.85399,337.02,0.57,0.43,2014-02-10,351,N,VIIRS,l,2,307.03,44.04,D,0
-37.45518,144.91937,348.82,0.56,0.43,2014-02-10,351,N,VIIRS,n,2,311.95,9.57,D,0
-37.4592,144.91991,345.8,0.56,0.43,2014-02-10,351,N,VIIRS,n,2,311.32,9.57,D,0
-37.47066,144.84859,349.76,0.57,0.43,2014-02-10,351,N,VIIRS,n,2,309.38,38.77,D,0
-37.47537,144.84264,342.87,0.57,0.43,2014-02-10,351,N,VIIRS,n,2,308.1,20.73,D,0
-37.4747,144.84918,355.4,0.57,0.43,2014-02-10,351,N,VIIRS,n,2,310.53,38.77,D,0
-37.47942,144.8432,353.2,0.57,0.43,2014-02-10,351,N,VIIRS,n,2,309.69,8.15,D,0
-37.47874,144.84976,351.45,0.57,0.43,2014-02-10,351,N,VIIRS,n,2,309.46,13.13,D,0
-37.47536,144.88242,336.3,0.56,0.43,2014-02-10,351,N,VIIRS,l,2,308.08,9.26,D,0
-37.48346,144.8438,343.26,0.57,0.43,2014-02-10,351,N,VIIRS,n,2,307.7,8.15,D,0
-37.48006,144.87654,344.33,0.57,0.43,2014-02-10,351,N,VIIRS,n,2,312.52,9.26,D,0
-37.48751,144.84436,354.39,0.57,0.43,2014-02-10,351,N,VIIRS,n,2,308.49,17.68,D,0
-37.49155,144.845,348.31,0.57,0.43,2014-02-10,351,N,VIIRS,n,2,311.05,17.68,D,0
-37.49559,144.84561,337.34,0.57,0.43,2014-02-10,351,N,VIIRS,n,2,307.13,8.2,D,0
-37.49893,144.85287,343.03,0.57,0.43,2014-02-10,351,N,VIIRS,n,2,309.02,14.04,D,0
-37.50297,144.8535,347.01,0.57,0.43,2014-02-10,351,N,VIIRS,n,2,309.66,16.69,D,0
-37.50771,144.84746,334.6,0.57,0.43,2014-02-10,351,N,VIIRS,l,2,309.24,14.18,D,0
-37.50701,144.85413,347.2,0.57,0.43,2014-02-10,351,N,VIIRS,n,2,311.25,16.69,D,0
-37.51175,144.8481,335.57,0.57,0.43,2014-02-10,351,N,VIIRS,l,2,308.87,13.95,D,0
-37.51104,144.85477,343.43,0.57,0.43,2014-02-10,351,N,VIIRS,n,2,309.4,9.51,D,0
-37.51509,144.85527,340.73,0.57,0.43,2014-02-10,351,N,VIIRS,n,2,309.97,9.51,D,0
-37.51915,144.85576,351.69,0.57,0.43,2014-02-10,351,N,VIIRS,n,2,309.62,12.91,D,0
-37.5036,144.84787,334.83,0.57,0.43,2014-02-10,351,N,VIIRS,n,2,308.87,10.69,D,0
-37.50294,144.85452,346.28,0.57,0.43,2014-02-10,351,N,VIIRS,n,2,307.94,10.69,D,0
-37.50764,144.84848,339.78,0.57,0.43,2014-02-10,351,N,VIIRS,n,2,311.39,10.69,D,0
-37.50698,144.85516,341.49,0.57,0.43,2014-02-10,351,N,VIIRS,n,2,310.71,10.69,D,0
-37.51168,144.84912,341.61,0.57,0.43,2014-02-10,351,N,VIIRS,n,2,310,9.8,D,0
-37.51103,144.85577,338.71,0.57,0.43,2014-02-10,351,N,VIIRS,n,2,309.17,9.8,D,0
-37.51573,144.84967,337.47,0.57,0.43,2014-02-10,351,N,VIIRS,l,2,309.13,9.8,D,0
-37.51507,144.85629,334.74,0.57,0.43,2014-02-10,351,N,VIIRS,l,2,309.12,9.8,D,0
-37.51913,144.8568,348.78,0.57,0.43,2014-02-10,351,N,VIIRS,n,2,309.23,11.72,D,0
-37.36812,148.33542,357.87,0.42,0.37,2014-02-10,351,N,VIIRS,l,2,299.39,139.83,D,0
-37.36872,148.33086,367,0.42,0.37,2014-02-10,351,N,VIIRS,h,2,326.62,131.14,D,0
-37.8337,144.78767,341.17,0.38,0.43,2014-02-10,351,N,VIIRS,n,2,305.56,2.85,D,2
-37.44033,148.88678,356.08,0.4,0.37,2014-02-10,351,N,VIIRS,n,2,295.63,18.29,D,0
-37.44376,148.88753,341.83,0.4,0.37,2014-02-10,351,N,VIIRS,n,2,293.1,9.55,D,0
-37.44314,148.89201,351.51,0.4,0.37,2014-02-10,351,N,VIIRS,n,2,297.31,9.55,D,0
-37.88296,145.80217,338.69,0.52,0.41,2014-02-10,351,N,VIIRS,n,2,295.81,7.4,D,0
-37.88744,145.79713,343.1,0.52,0.41,2014-02-10,351,N,VIIRS,n,2,298.16,17.74,D,0
-37.89062,145.80409,345.6,0.52,0.41,2014-02-10,351,N,VIIRS,n,2,300.86,17.74,D,0
-37.71976,147.28423,335.22,0.45,0.39,2014-02-10,351,N,VIIRS,n,2,295.63,4.29,D,0
-38.05847,145.38007,337.69,0.54,0.42,2014-02-10,351,N,VIIRS,n,2,305.93,9.22,D,0
-38.18599,146.44168,347.33,0.49,0.4,2014-02-10,351,N,VIIRS,n,2,309.2,19.54,D,0
-38.2067,146.32887,340,0.5,0.41,2014-02-10,351,N,VIIRS,n,2,307.25,5.02,D,0
-38.21049,146.32948,348.48,0.5,0.41,2014-02-10,351,N,VIIRS,n,2,312.68,22.22,D,0
-38.20985,146.33505,349.93,0.5,0.41,2014-02-10,351,N,VIIRS,n,2,313.62,22.22,D,0
-38.21427,146.33022,367,0.5,0.41,2014-02-10,351,N,VIIRS,l,2,325.48,22.22,D,0
-38.21363,146.33578,343.79,0.5,0.41,2014-02-10,351,N,VIIRS,n,2,315.27,22.22,D,0
-38.20938,146.33012,355.48,0.5,0.41,2014-02-10,351,N,VIIRS,n,2,311.65,51.03,D,0
-38.20876,146.33571,343.87,0.5,0.41,2014-02-10,351,N,VIIRS,n,2,311.8,9.82,D,0
-38.21254,146.33644,343.96,0.5,0.41,2014-02-10,351,N,VIIRS,l,2,314.14,9.82,D,0
-38.21633,146.33714,350.5,0.5,0.41,2014-02-10,351,N,VIIRS,n,2,319.79,24.06,D,0
-38.21123,146.38324,337.39,0.49,0.41,2014-02-10,351,N,VIIRS,l,2,309.92,12.68,D,0
